ClusteringCoefficient,Dataset
0.470676,Breast
0.447056,Breast
0.523970,Breast
0.438259,Breast
0.356474,Breast
0.409884,Breast
0.466282,Breast
0.467534,Breast
0.552597,Breast
0.441580,Breast
0.436394,Breast
0.387143,Breast
0.384414,Breast
0.417240,Breast
0.617735,Breast
0.375751,Breast
0.406675,Breast
0.601617,Breast
0.314023,Breast
0.538414,Breast
0.312518,Breast
0.334104,Breast
0.413255,Breast
0.445078,Breast
0.777105,Breast
0.604938,Breast
0.388144,Breast
0.297240,Breast
0.836555,Breast
0.343723,Breast
0.380451,Breast
0.438952,Breast
0.453109,Breast
0.311220,Breast
0.264962,Breast
0.424935,Breast
0.443873,Breast
0.387948,Breast
0.623606,Breast
0.332854,Breast
0.417995,Breast
0.442885,Breast
0.462410,Breast
0.434449,Breast
0.591691,Breast
0.399809,Breast
0.440338,Breast
0.490678,Breast
0.348765,Breast
0.454558,Breast
0.460387,Breast
0.446390,Breast
0.352119,Breast
0.387339,Breast
0.540925,Breast
0.519526,Breast
0.580599,Breast
0.465001,Breast
0.376749,Breast
0.386871,Breast
0.385471,Breast
0.533012,Breast
0.411302,Breast
0.584371,Breast
0.289407,Breast
0.477797,Breast
0.381680,Breast
0.424959,Breast
0.433138,Breast
0.492972,Breast
0.373331,Breast
0.365714,Breast
0.505737,Breast
0.454305,Breast
0.413034,Breast
0.435230,Breast
0.523541,Breast
0.460070,Breast
0.383254,Breast
0.428162,Breast
0.488884,Breast
0.475576,Breast
0.474324,Breast
0.429129,Breast
0.532588,Breast
0.430541,Breast
0.382118,Breast
0.452237,Breast
0.469043,Breast
0.350579,Breast
0.322982,Breast
0.421106,Breast
0.433201,Breast
0.474033,Breast
0.372010,Breast
0.400000,Breast
0.549958,Breast
0.716414,Breast
0.474173,Breast
0.793305,Breast
0.359979,Breast
0.396636,Breast
0.613053,Breast
0.449023,Breast
0.410089,Breast
0.252331,Breast
0.412090,Breast
0.405653,Breast
0.497808,Breast
0.343280,Breast
0.715285,Breast
0.476817,Breast
0.551950,Breast
0.684957,Breast
0.553583,Breast
0.418132,Breast
0.798639,Breast
0.629334,Breast
0.780357,Breast
0.473512,Breast
0.435671,Breast
0.457256,Breast
0.479184,Breast
0.349823,Breast
0.346630,Breast
0.376344,Breast
0.457575,Breast
0.388349,Breast
0.522982,Breast
0.672597,Breast
0.642748,Breast
0.486956,Breast
0.383133,Breast
0.500589,Breast
0.496065,Breast
0.828589,Breast
0.214286,Breast
0.538314,Breast
0.390955,Breast
0.447138,Breast
0.426739,Breast
0.416900,Breast
0.477782,Breast
0.626903,Breast
0.539175,Breast
0.785839,Breast
0.718060,Breast
0.617539,Breast
0.694708,Breast
0.338522,Breast
0.552777,Breast
0.387637,Breast
0.553440,Breast
0.395903,Breast
0.465207,Breast
0.355315,Breast
0.581432,Breast
0.450594,Breast
0.635707,Breast
0.572217,Breast
0.613504,Breast
0.489653,Breast
0.433517,Breast
0.601452,Breast
0.646030,Breast
0.385965,Breast
0.374717,Breast
0.431935,Breast
0.580025,Breast
0.619694,Breast
0.370271,Breast
0.411753,Breast
0.437265,Breast
0.325000,Breast
0.372727,Breast
0.486252,Breast
0.541630,Breast
0.400668,Breast
0.559231,Breast
0.499204,Breast
0.513873,Breast
0.509745,Breast
0.446262,Breast
0.487890,Breast
0.478955,Breast
0.397938,Breast
0.440778,Breast
0.545942,Breast
0.354809,Breast
0.375533,Breast
0.685633,Breast
0.350651,Breast
0.485248,Breast
0.751315,Breast
0.470200,Breast
0.434677,Breast
0.757282,Breast
0.474650,Breast
0.382716,Breast
0.731793,Breast
0.503547,Breast
0.469447,Breast
0.391310,Breast
0.340454,Breast
0.490091,Breast
0.711619,Breast
0.408450,Breast
0.661595,Breast
0.518255,Breast
0.407117,Breast
0.374230,Breast
0.491337,Breast
0.435530,Breast
0.303546,Breast
0.343403,Breast
0.389706,Breast
0.542105,Breast
0.412272,Breast
0.525812,Breast
0.566136,Breast
0.412495,Breast
0.393939,Breast
0.499442,Breast
0.531397,Breast
0.431665,Breast
0.455446,Breast
0.470799,Breast
0.557302,Breast
0.516389,Breast
0.712925,Breast
0.492987,Breast
0.452777,Breast
0.329821,Breast
0.729618,Breast
0.636702,Breast
0.637317,Breast
0.487298,Breast
0.595201,Breast
0.391085,Breast
0.569433,Breast
0.579395,Breast
0.444380,Breast
0.448842,Breast
0.444924,Breast
0.444924,Breast
0.440631,Breast
0.450549,Breast
0.525077,Breast
0.466667,Breast
0.597514,Breast
0.701612,Breast
0.482491,Breast
0.376499,Breast
0.437174,Breast
0.416369,Breast
0.494858,Breast
0.448138,Breast
0.621900,Breast
0.371921,Breast
0.572830,Breast
0.352381,Breast
0.413728,Breast
0.514221,Breast
0.210526,Breast
0.443845,Breast
0.445971,Breast
0.448656,Breast
0.463052,Breast
0.455480,Breast
0.512941,Breast
0.404857,Breast
0.355337,Breast
0.720508,Breast
0.323103,Breast
0.503689,Breast
0.391985,Breast
0.699654,Breast
0.351976,Breast
0.494624,Breast
0.514205,Breast
0.466375,Breast
0.368785,Breast
0.423724,Breast
0.606111,Breast
0.408756,Breast
0.433364,Breast
0.531096,Breast
0.385778,Breast
0.431183,Breast
0.553876,Breast
0.470278,Breast
0.402613,Breast
0.677254,Breast
0.642045,Breast
0.722912,Breast
0.471132,Breast
0.470802,Breast
0.510358,Breast
0.317261,Breast
0.385336,Breast
0.420621,Breast
0.466335,Breast
0.535999,Breast
0.366865,Breast
0.468173,Breast
0.451812,Breast
0.316774,Breast
0.339752,Breast
0.372140,Breast
0.452392,Breast
0.472752,Breast
0.332545,Breast
0.494516,Breast
0.463851,Breast
0.568963,Breast
0.523596,Breast
0.381163,Breast
0.497567,Breast
0.457639,Breast
0.526943,Breast
0.501420,Breast
0.488066,Breast
0.749145,Breast
0.354021,Breast
0.506816,Breast
0.340404,Breast
0.450649,Breast
0.445509,Breast
0.352731,Breast
0.496094,Breast
0.467071,Breast
0.466544,Breast
0.511491,Breast
0.595887,Breast
0.479966,Breast
0.415584,Breast
0.673468,Breast
0.469938,Breast
0.420045,Breast
0.362097,Breast
0.408891,Breast
0.672746,Breast
0.283558,Breast
0.552952,Breast
0.335992,Breast
0.468580,Breast
0.368039,Breast
0.451735,Breast
0.544079,Breast
0.384997,Breast
0.406798,Breast
0.492712,Breast
0.358295,Breast
0.386175,Breast
0.294130,Breast
0.461763,Breast
0.366295,Breast
0.500495,Breast
0.475039,Breast
0.413197,Breast
0.514235,Breast
0.516769,Breast
0.476630,Breast
0.508031,Breast
0.454160,Breast
0.591047,Breast
0.594366,Breast
0.481048,Breast
0.541006,Breast
0.489489,Breast
0.482596,Breast
0.404113,Breast
0.349199,Breast
0.296073,Breast
0.333333,Breast
0.332785,Breast
0.354421,Breast
0.501868,Breast
0.269006,Breast
0.449262,Breast
0.633951,Breast
0.490134,Breast
0.408791,Breast
0.634325,Breast
0.566468,Breast
0.550775,Breast
0.377016,Breast
0.469469,Breast
0.553340,Breast
0.718670,Breast
0.442424,Breast
0.415904,Breast
0.480412,Breast
0.447295,Breast
0.536585,Breast
0.246800,Breast
0.695190,Breast
0.364011,Breast
0.362921,Breast
0.462380,Breast
0.539083,Breast
0.308646,Breast
0.411171,Breast
0.630681,Breast
0.416506,Breast
0.371738,Breast
0.402794,Breast
0.632427,Breast
0.699750,Breast
0.423772,Breast
0.336142,Breast
0.296703,Breast
0.647009,Breast
0.538700,Breast
0.400116,Breast
0.527105,Breast
0.559799,Breast
0.522066,Breast
0.498986,Breast
0.440517,Breast
0.458106,Breast
0.383147,Breast
0.312808,Breast
0.388118,Breast
0.412037,Breast
0.300851,Breast
0.374323,Breast
0.384312,Breast
0.327542,Breast
0.488530,Breast
0.353757,Breast
0.430226,Breast
0.320534,Breast
0.325162,Breast
0.452660,Breast
0.361844,Breast
0.420512,Breast
0.398848,Breast
0.429016,Breast
0.368235,Breast
0.403892,Breast
0.540389,Breast
0.464574,Breast
0.423497,Breast
0.494985,Breast
0.438243,Breast
0.508885,Breast
0.532002,Breast
0.717949,Breast
0.727463,Breast
0.461341,Breast
0.383642,Breast
0.597129,Breast
0.623478,Breast
0.660140,Breast
0.588210,Breast
0.520975,Breast
0.329621,Breast
0.309694,Breast
0.732263,Breast
0.513733,Breast
0.389428,Breast
0.453822,Breast
0.474183,Breast
0.415148,Breast
0.412949,Breast
0.537624,Breast
0.521557,Breast
0.538323,Breast
0.372110,Breast
0.494237,Breast
0.298769,Breast
0.683232,Breast
0.463060,Breast
0.499313,Breast
0.430934,Breast
0.431730,Breast
0.608504,Breast
0.534842,Breast
0.357270,Breast
0.608355,Breast
0.501921,Breast
0.470564,Breast
0.552017,Breast
0.386064,Breast
0.498177,Breast
0.511800,Breast
0.554782,Breast
0.637213,Breast
0.545384,Breast
0.323800,Breast
0.514959,Breast
0.418990,Breast
0.392431,Breast
0.577581,Breast
0.321637,Breast
0.778656,Breast
0.466173,Breast
0.394446,Breast
0.452353,Breast
0.725275,Breast
0.506999,Breast
0.447749,Breast
0.330882,Breast
0.341052,Breast
0.667647,Breast
0.691296,Breast
0.271429,Breast
0.502102,Breast
0.533112,Breast
0.393843,Breast
0.387700,Breast
0.554945,Breast
0.452408,Breast
0.324349,Breast
0.319231,Breast
0.574415,Breast
0.525370,Breast
0.509023,Breast
0.456329,Breast
0.474619,Breast
0.550730,Breast
0.506798,Breast
0.428105,Breast
0.419231,Breast
0.396613,Breast
0.476176,Breast
0.436522,Breast
0.344448,Breast
0.482633,Breast
0.447593,Breast
0.455564,Breast
0.457782,Breast
0.411616,Breast
0.407335,Breast
0.435016,Breast
0.505642,Breast
0.442174,Breast
0.390152,Breast
0.455364,Breast
0.453069,Breast
0.514360,Breast
0.739918,Breast
0.423014,Breast
0.630708,Breast
0.673951,Breast
0.371578,Breast
0.393216,Breast
0.536577,Breast
0.379310,Breast
0.487874,Breast
0.433263,Breast
0.527731,Breast
0.542691,Breast
0.410707,Breast
0.364923,Breast
0.541117,Breast
0.624462,Breast
0.419630,Breast
0.435556,Breast
0.536877,Breast
0.437947,Breast
0.545833,Breast
0.520276,Breast
0.518722,Breast
0.377426,Breast
0.373547,Breast
0.454864,Breast
0.405181,Breast
0.510422,Breast
0.593701,Breast
0.380703,Breast
0.420106,Breast
0.278935,Breast
0.292724,Breast
0.435775,Breast
0.367981,Breast
0.415049,Breast
0.448247,Breast
0.361882,Breast
0.365233,Breast
0.523328,Breast
0.432537,Breast
0.420385,Breast
0.653334,Breast
0.574501,Breast
0.447455,Breast
0.673299,Breast
0.553677,Breast
0.460452,Breast
0.397261,Breast
0.731355,Breast
0.537775,Breast
0.583211,Breast
0.522460,Breast
0.356418,Breast
0.374018,Breast
0.399381,Breast
0.469206,Breast
0.372629,Breast
0.423924,Breast
0.540890,Breast
0.376795,Breast
0.422935,Breast
0.633810,Breast
0.419273,Breast
0.538361,Breast
0.413292,Breast
0.560444,Breast
0.483184,Breast
0.464474,Breast
0.465281,Breast
0.671994,Breast
0.450649,Breast
0.402273,Breast
0.615176,Breast
0.525591,Breast
0.506863,Breast
0.444984,Breast
0.527880,Breast
0.523048,Breast
0.403016,Breast
0.624694,Breast
0.535982,Breast
0.489264,Breast
0.578161,Breast
0.457763,Breast
0.396458,Breast
0.337392,Breast
0.486118,Breast
0.614385,Breast
0.393134,Breast
0.551030,Breast
0.430256,Breast
0.374618,Breast
0.337193,Breast
0.534404,Breast
0.421243,Breast
0.458275,Breast
0.405334,Breast
0.598027,Breast
0.411800,Breast
0.430214,Breast
0.485009,Breast
0.452635,Breast
0.510696,Breast
0.490045,Breast
0.344530,Breast
0.457692,Breast
0.603660,Breast
0.488766,Breast
0.553031,Breast
0.420697,Breast
0.456923,Breast
0.472307,Breast
0.458938,Breast
0.516069,Breast
0.586527,Breast
0.436661,Breast
0.641240,Breast
0.379251,Breast
0.385224,Breast
0.449275,Breast
0.539463,Breast
0.480964,Breast
0.411236,Breast
0.588899,Breast
0.484441,Breast
0.324239,Breast
0.565124,Breast
0.369830,Breast
0.366920,Breast
0.469198,Breast
0.359709,Breast
0.355653,Breast
0.429741,Breast
0.453586,Breast
0.391252,Breast
0.412407,Breast
0.578466,Breast
0.406082,Breast
0.314264,Breast
0.480729,Breast
0.441482,Breast
0.488917,Breast
0.333412,Breast
0.452090,Breast
0.469814,Breast
0.503177,Breast
0.377976,Breast
0.555870,Breast
0.551908,Breast
0.332856,Breast
0.432875,Breast
0.417373,Breast
0.479839,Breast
0.389716,Breast
0.566018,Breast
0.348827,Breast
0.548236,Breast
0.512245,Breast
0.460731,Breast
0.486462,Breast
0.568367,Breast
0.433472,Breast
0.402743,Breast
0.568475,Breast
0.600000,Breast
0.455930,Breast
0.538398,Breast
0.519637,Breast
0.575354,Breast
0.539148,Breast
0.408789,Breast
0.401932,Breast
0.401721,Breast
0.447813,Breast
0.411494,Breast
0.288517,Breast
0.406278,Breast
0.440278,Breast
0.553857,Breast
0.507823,Breast
0.332647,Breast
0.480918,Breast
0.621961,Breast
0.435602,Breast
0.413819,Breast
0.485162,Breast
0.623917,Breast
0.635834,Breast
0.475896,Breast
0.437311,Breast
0.534605,Breast
0.441653,Breast
0.621549,Breast
0.367878,Breast
0.523772,Breast
0.430609,Breast
0.399982,Breast
0.352339,Breast
0.458904,Breast
0.489636,Breast
0.389189,Breast
0.310541,Breast
0.397884,Breast
0.560543,Breast
0.494492,Breast
0.451783,Breast
0.371078,Breast
0.577974,Breast
0.456939,Breast
0.582226,Breast
0.600463,Breast
0.558198,Breast
0.480629,Breast
0.545793,Breast
0.477502,Breast
0.519600,Breast
0.448867,Breast
0.549816,Breast
0.484286,Breast
0.509104,Breast
0.581448,Breast
0.383684,Breast
0.358732,Breast
0.434368,Breast
0.606779,Breast
0.504401,Breast
0.475083,Breast
0.469918,Breast
0.506029,Breast
0.549180,Breast
0.470542,Breast
0.451520,Breast
0.461354,Breast
0.373781,Breast
0.520258,Breast
0.591798,Breast
0.404508,Breast
0.385933,Breast
0.493231,Breast
0.325904,Breast
0.376367,Breast
0.586476,Breast
0.330152,Breast
0.532261,Breast
0.394505,Breast
0.386005,Breast
0.507326,Breast
0.540858,Breast
0.511440,Breast
0.549771,Breast
0.486800,Breast
0.392946,Breast
0.440864,Breast
0.585739,Breast
0.568888,Breast
0.387870,Breast
0.352286,Breast
0.420937,Breast
0.584078,Breast
0.377746,Breast
0.507215,Breast
0.363679,Breast
0.347743,Breast
0.508035,Breast
0.463294,Breast
0.437737,Breast
0.468859,Breast
0.466218,Breast
0.505803,Breast
0.342415,Breast
0.504311,Breast
0.417803,Breast
0.459551,Breast
0.516487,Breast
0.427564,Breast
0.517463,Breast
0.687114,Breast
0.679567,Breast
0.443950,Breast
0.527211,Breast
0.733196,Breast
0.322464,Breast
0.342322,Breast
0.687874,Breast
0.538095,Breast
0.535733,Breast
0.594738,Breast
0.555095,Breast
0.428243,Breast
0.338722,Breast
0.346749,Breast
0.406146,Breast
0.446175,Breast
0.809397,Breast
0.485740,Breast
0.428596,Breast
0.403744,Breast
0.452960,Breast
0.442815,Breast
0.450392,Breast
0.393304,Breast
0.507491,Breast
0.396813,Breast
0.429439,Breast
0.302609,Breast
0.451613,Breast
0.300500,Breast
0.525378,Breast
0.428962,Breast
0.408884,Breast
0.448311,Breast
0.415222,Breast
0.488822,Breast
0.440419,Breast
0.409401,Breast
0.491524,Breast
0.366529,Breast
0.495668,Breast
0.357370,Breast
0.449223,Breast
0.469697,Breast
0.311568,Breast
0.456258,Breast
0.441568,Breast
0.351749,Breast
0.495147,Breast
0.348073,Breast
0.393414,Breast
0.492389,Breast
0.521285,Breast
0.355932,Breast
0.412182,Breast
0.586106,Breast
0.539808,Breast
0.477569,Breast
0.391969,Breast
0.482680,Breast
0.334937,Breast
0.426796,Breast
0.387357,Breast
0.461859,Breast
0.494640,Breast
0.599740,Breast
0.506395,Breast
0.482969,Breast
0.452103,Breast
0.492155,Breast
0.497034,Breast
0.527390,Breast
0.563305,Breast
0.590388,Breast
0.466381,Breast
0.378835,Breast
0.529082,Breast
0.539746,Breast
0.421367,Breast
0.438133,Breast
0.100000,Breast
0.537338,Breast
0.369154,Breast
0.451212,Breast
0.443100,Breast
0.386498,Breast
0.675152,Breast
0.417184,Breast
0.533208,Breast
0.443478,Breast
0.356835,Breast
0.521104,Breast
0.475536,Breast
0.495193,Breast
0.436592,Breast
0.374150,Breast
0.737173,Breast
0.630891,Breast
0.459972,Breast
0.606017,Breast
0.517338,Breast
0.509551,Breast
0.386578,Breast
0.415291,Breast
0.572555,Breast
0.657972,Breast
0.392706,Breast
0.527843,Breast
0.655072,Breast
0.528564,Breast
0.494631,Breast
0.339146,Breast
0.448035,Breast
0.463837,Breast
0.457686,Breast
0.532966,Breast
0.409222,Breast
0.538873,Breast
0.648392,Breast
0.412371,Breast
0.354517,Breast
0.424437,Breast
0.449217,Breast
0.435251,Breast
0.616934,Breast
0.530735,Breast
0.417168,Breast
0.415854,Breast
0.647843,Breast
0.721947,Breast
0.582503,Breast
0.424457,Breast
0.425792,Breast
0.540900,Breast
0.523124,Breast
0.509689,Breast
0.379389,Breast
0.497394,Breast
0.665010,Breast
0.425470,Breast
0.581055,Breast
0.453248,Breast
0.486825,Breast
0.483063,Breast
0.459735,Breast
0.561777,Breast
0.590959,Breast
0.461437,Breast
0.426017,Breast
0.578416,Breast
0.186813,Breast
0.424899,Breast
0.402965,Breast
0.371322,Breast
0.769231,Breast
0.515950,Breast
0.521596,Breast
0.435897,Breast
0.622913,Breast
0.359696,Breast
0.442460,Breast
0.657556,Breast
0.513675,Breast
1.000000,Breast
0.572093,Breast
0.380090,Breast
0.453619,Breast
0.494414,Breast
0.577014,Breast
0.412389,Breast
0.360418,Breast
0.449086,Breast
0.467850,Breast
0.413058,Breast
0.379184,Breast
0.507071,Breast
0.599571,Breast
0.532929,Breast
0.575616,Breast
0.914530,Breast
0.541953,Breast
0.494844,Breast
0.440444,Breast
0.533784,Breast
0.379860,Breast
0.416016,Breast
0.438760,Breast
0.375986,Breast
0.492813,Breast
0.454756,Breast
0.578657,Breast
0.552182,Breast
0.394511,Breast
0.444544,Breast
0.499343,Breast
0.387329,Breast
0.523888,Breast
0.437240,Breast
0.466858,Breast
0.516015,Breast
0.464721,Breast
0.353614,Breast
0.551607,Breast
0.417720,Breast
0.426572,Breast
0.423300,Breast
0.451604,Breast
0.449057,Breast
0.515254,Breast
0.548781,Breast
0.366353,Breast
0.411127,Breast
0.460950,Breast
0.480818,Breast
0.318473,Breast
0.386861,Breast
0.354698,Breast
0.356369,Breast
0.443596,Breast
0.511623,Breast
0.417500,Breast
0.674201,Breast
0.376274,Breast
0.760081,Breast
0.596970,Breast
0.387791,Breast
0.484517,Breast
0.461355,Breast
0.410441,Breast
0.447421,Breast
0.745876,Breast
0.486607,Breast
0.459934,Breast
0.426195,Breast
0.591667,Breast
0.653714,Breast
0.446257,Breast
0.422488,Breast
0.515350,Breast
0.483956,Breast
0.418200,Breast
0.597118,Breast
0.384421,Breast
0.480617,Breast
0.465608,Breast
0.363108,Breast
0.362319,Breast
0.533163,Breast
0.759102,Breast
0.445599,Breast
0.474966,Breast
0.472901,Breast
0.546734,Breast
0.470835,Breast
0.257760,Breast
0.466329,Breast
0.568028,Breast
0.373860,Breast
0.402829,Breast
0.447115,Breast
0.493213,Breast
0.374947,Breast
0.439104,Breast
0.478795,Breast
0.431084,Breast
0.488744,Breast
0.466683,Breast
0.425490,Breast
0.571061,Breast
0.310323,Breast
0.343777,Breast
0.447848,Breast
0.352113,Breast
0.671100,Breast
0.411111,Breast
0.552150,Breast
0.393326,Breast
0.712010,Breast
0.531824,Breast
0.527403,Breast
0.531818,Breast
0.487222,Breast
0.506485,Breast
0.428885,Breast
0.473475,Breast
0.350697,Breast
0.491625,Breast
0.499318,Breast
0.380148,Breast
0.502776,Breast
0.393561,Breast
0.528211,Breast
0.516499,Breast
0.476504,Breast
0.368837,Breast
0.370135,Breast
0.663399,Breast
0.427249,Breast
0.493006,Breast
0.506937,Breast
0.410113,Breast
0.488531,Breast
0.433414,Breast
0.506809,Breast
0.561305,Breast
0.633764,Breast
0.429865,Breast
0.382574,Breast
0.634789,Breast
0.542247,Breast
0.510145,Breast
0.538377,Breast
0.479544,Breast
0.625543,Breast
0.415336,Breast
0.520400,Breast
0.412870,Breast
0.513514,Breast
0.703388,Breast
0.516247,Breast
0.397713,Breast
0.705095,Breast
0.500157,Breast
0.494961,Breast
0.465725,Breast
0.448815,Breast
0.427021,Breast
0.407263,Breast
0.377701,Breast
0.590731,Breast
0.439280,Breast
0.515369,Breast
0.413154,Breast
0.452941,Breast
0.441482,Breast
0.404215,Breast
0.747908,Breast
0.451799,Breast
0.381049,Breast
0.495962,Breast
0.538287,Breast
0.456557,Breast
0.345822,Breast
0.517971,Breast
0.382702,Breast
0.557918,Breast
0.620338,Breast
0.318953,Breast
0.400236,Breast
0.304040,Breast
0.463426,Breast
0.295072,Breast
0.450438,Breast
0.532260,Breast
0.374059,Breast
0.454720,Breast
0.427540,Breast
0.348022,Breast
0.581608,Breast
0.457007,Breast
0.690350,Breast
0.413871,Breast
0.563324,Breast
0.557945,Breast
0.490746,Breast
0.444336,Breast
0.404165,Breast
0.495017,Breast
0.465548,Breast
0.463677,Breast
0.483693,Breast
0.470838,Breast
0.498495,Breast
0.544480,Breast
0.473929,Breast
0.406218,Breast
0.447660,Breast
0.377154,Breast
0.485212,Breast
0.308463,Breast
0.506533,Breast
0.307194,Breast
0.694282,Breast
0.513093,Breast
0.331034,Breast
0.476286,Breast
0.680299,Breast
0.507737,Breast
0.364720,Breast
0.727171,Breast
0.523354,Breast
0.472888,Breast
0.444651,Breast
0.453230,Breast
0.489622,Breast
0.593374,Breast
0.556667,Breast
0.506782,Breast
0.563742,Breast
0.564075,Breast
0.403754,Breast
0.507692,Breast
0.499061,Breast
0.450869,Breast
0.470398,Breast
0.398135,Breast
0.407997,Breast
0.313943,Breast
0.367989,Breast
0.634357,Breast
0.499666,Breast
0.602850,Breast
0.517267,Breast
0.515625,Breast
0.385176,Breast
0.600275,Breast
0.497385,Breast
0.427390,Breast
0.449529,Breast
0.444444,Breast
0.486815,Breast
0.412195,Breast
0.545109,Breast
0.459794,Breast
0.477828,Breast
0.448663,Breast
0.571008,Breast
0.663194,Breast
0.440336,Breast
0.385656,Breast
0.468375,Breast
0.599950,Breast
0.419123,Breast
0.448996,Breast
0.519139,Breast
0.615565,Breast
0.510139,Breast
0.469138,Breast
0.537655,Breast
0.300290,Breast
0.496619,Breast
0.461224,Breast
0.572739,Breast
0.316503,Breast
0.469327,Breast
0.601043,Breast
0.628233,Breast
0.343697,Breast
0.499802,Breast
0.354856,Breast
0.378549,Breast
0.630587,Breast
0.466521,Breast
0.505810,Breast
0.635740,Breast
0.392005,Breast
0.609554,Breast
0.375915,Breast
0.558141,Breast
0.467966,Breast
0.356522,Breast
0.597931,Breast
0.400881,Breast
0.463780,Breast
0.553140,Breast
0.451924,Breast
0.391467,Breast
0.427742,Breast
0.412341,Breast
0.487110,Breast
0.530574,Breast
0.342991,Breast
0.533349,Breast
0.416035,Breast
0.433231,Breast
0.467290,Breast
0.442427,Breast
0.388552,Breast
0.440667,Breast
0.454023,Breast
0.352704,Breast
0.421132,Breast
0.746352,Breast
0.100000,Breast
0.546656,Breast
0.366614,Breast
0.423941,Breast
0.606185,Breast
0.362934,Breast
0.470354,Breast
0.513590,Breast
0.495198,Breast
0.589665,Breast
0.429013,Breast
0.416440,Breast
0.439219,Breast
0.499869,Breast
0.489319,Breast
0.392119,Breast
0.454145,Breast
0.456026,Breast
0.390556,Breast
0.555856,Breast
0.717944,Breast
0.442375,Breast
0.485892,Breast
0.426108,Breast
0.444918,Breast
0.387601,Breast
0.461515,Breast
0.510722,Breast
0.392650,Breast
0.415399,Breast
0.424861,Breast
0.509778,Breast
0.739779,Breast
0.381661,Breast
0.624618,Breast
0.514126,Breast
0.380375,Breast
0.440171,Breast
0.544624,Breast
0.403036,Breast
0.595141,Breast
0.464717,Breast
0.406780,Breast
0.475870,Breast
0.437192,Breast
0.410247,Breast
0.393922,Breast
0.474703,Breast
0.482121,Breast
0.345433,Breast
0.467129,Breast
0.490416,Breast
0.530959,Breast
0.543467,Breast
0.468454,Breast
0.412931,Breast
0.382767,Breast
0.487549,Breast
0.367544,Breast
0.454348,Breast
0.469506,Breast
0.364183,Breast
0.383028,Breast
0.485022,Breast
0.292285,Breast
0.534003,Breast
0.332590,Breast
0.481000,Breast
0.388984,Breast
0.470851,Breast
0.577784,Breast
0.476886,Breast
0.461037,Breast
0.462950,Breast
0.391215,Breast
0.373228,Breast
0.514119,Breast
0.438003,Breast
0.382191,Breast
0.335840,Breast
0.412087,Breast
0.368313,Breast
0.369349,Breast
0.520405,Breast
0.430912,Breast
0.514382,Breast
0.369810,Breast
0.456298,Breast
0.418575,Breast
0.482716,Breast
0.321637,Breast
0.533906,Breast
0.568015,Breast
0.354889,Breast
0.476670,Breast
0.530527,Breast
0.553878,Breast
0.543563,Breast
0.620881,Breast
0.556134,Breast
0.428335,Breast
0.436436,Breast
0.400626,Breast
0.446914,Breast
0.368279,Breast
0.422173,Breast
0.461170,Breast
0.714976,Breast
0.453756,Breast
0.413693,Breast
0.628420,Breast
0.475069,Breast
0.608053,Breast
0.578096,Breast
0.458188,Breast
0.351902,Breast
0.540159,Breast
0.367568,Breast
0.467955,Breast
0.447660,Breast
0.556667,Breast
0.554297,Breast
0.379832,Breast
0.368559,Breast
0.622464,Breast
0.495934,Breast
0.390480,Breast
0.511261,Breast
0.751311,Breast
0.664590,Breast
0.553143,Breast
0.347418,Breast
0.418207,Breast
0.435878,Breast
0.376331,Breast
0.441847,Breast
0.475700,Breast
0.482067,Breast
0.503011,Breast
0.494371,Breast
0.422419,Breast
0.437640,Breast
0.420400,Breast
0.530522,Breast
0.534972,Breast
0.545292,Breast
0.542164,Breast
0.346978,Breast
0.491946,Breast
0.574364,Breast
0.533960,Breast
0.447255,Breast
0.458080,Breast
0.395064,Breast
0.397144,Breast
0.410240,Breast
0.357564,Breast
0.388512,Breast
0.347905,Breast
0.425248,Breast
0.643817,Breast
0.520568,Breast
0.465383,Breast
0.355873,Breast
0.626698,Breast
0.512695,Breast
0.565916,Breast
0.483290,Breast
0.608579,Breast
0.289075,Breast
0.528736,Breast
0.503189,Breast
0.392024,Breast
0.492079,Breast
0.381776,Breast
0.657816,Breast
0.269857,Breast
0.507773,Breast
0.419707,Breast
0.491612,Breast
0.430158,Breast
0.447944,Breast
0.417474,Breast
0.379741,Breast
0.390672,Breast
0.432968,Breast
0.385666,Breast
0.514439,Breast
0.375325,Breast
0.542530,Breast
0.459318,Breast
0.550729,Breast
0.452994,Breast
0.387055,Breast
0.367809,Breast
0.488212,Breast
0.550275,Breast
0.389811,Breast
0.429580,Breast
0.522332,Breast
0.492697,Breast
0.687043,Breast
0.536223,Breast
0.442654,Breast
0.581277,Breast
0.485641,Breast
0.463620,Breast
0.412490,Breast
0.418281,Breast
0.519555,Breast
0.402430,Breast
0.535019,Breast
0.414941,Breast
0.588367,Breast
0.581690,Breast
0.405088,Breast
0.472979,Breast
0.527339,Breast
0.212063,Breast
0.378688,Breast
0.290160,Breast
0.503586,Breast
0.526383,Breast
0.436989,Breast
0.556379,Breast
0.327792,Breast
0.419847,Breast
0.725795,Breast
0.461451,Breast
0.286154,Breast
0.461941,Breast
0.488537,Breast
0.483891,Breast
0.582659,Breast
0.571076,Breast
0.490264,Breast
0.507189,Breast
0.542618,Breast
0.503848,Breast
0.311170,Breast
0.437998,Breast
0.561047,Breast
0.639765,Breast
0.457636,Breast
0.398275,Breast
0.421709,Breast
0.398402,Breast
0.515221,Breast
0.493317,Breast
0.472919,Breast
